,name,price,review_count,rating,barrio,address
341,Chungo,$$,1,4.0,Palermo,"Charcas 4399, C1425 Buenos Aires, Argentina"
342,Tea Connection,$$,28,3.5,Belgrano,"Echeverria 2102, 1428 Buenos Aires, Argentina"
343,Negroni,$$,29,4.0,Palermo,"El Salvador  5602, 1414 Buenos Aires, Argentina"
344,Café Registrado,$$,8,4.0,Palermo,"Costa Rica 5901, C1414 Buenos Aires, Argentina"
345,Marina Love,,1,3.0,Palermo,"Nicaragua 4533- Palermo, C1414BVE Buenos Aires, Argentina"
346,Rivière,$$,3,3.5,Puerto Madero,"Juana Manso 1641, Buenos Aires, Argentina"
347,El Ombu de Recoleta,,0,0.0,Recoleta,"Pres. Roberto M. Ortiz 1865, C1113 Buenos Aires, Argentina"
348,Tienda de Café,$$,21,3.5,Recoleta,"Av. Santa Fe 1806, C1123AAN Buenos Aires, Argentina"
349,Novecento,$$$,7,3.5,Palermo,"Báez 199, 1426 Buenos Aires, Argentina"
350,Al Escenario,$$$,0,0.0,Boca,"Gregorio Araoz de Lamadrid 1001, C1166 Buenos Aires, Argentina"
351,El Café de la Esquina,$$,9,4.0,Belgrano,"Av. del Libertador 6196, 1428 Buenos Aires, Argentina"
352,Amelie,$$,2,4.0,,"Tucumán 2115, San Martin, Argentina"
353,Mundo,$$,4,4.5,Balvanera,"Hipolito Yrigoyen 2150, C1045 Buenos Aires, Argentina"
354,Iolo,$$,9,4.0,,"25 de Mayo 107, 1642 San Isidro, Argentina"
355,Il MIgliore,$$,10,4.5,Villa Crespo,"Acevedo 296, 1414 Buenos Aires, Argentina"
356,Club Social Deluxe,$$,9,4.0,Barracas,"Av. Caseros 442, 1152 Buenos Aires, Argentina"
357,Mc Nor,,1,3.0,Palermo,"Av. Gral. las Heras 3899, C1425 Buenos Aires, Argentina"
358,Tobago,$$,8,3.5,Boedo,"Av. San Juan 3897, C1233 Buenos Aires, Argentina"
359,Almacén Purista,$$,51,4.0,Villa Crespo,"Juan Ramírez de Velazco 701, C1414BGQ Buenos Aires, Argentina"
360,Charo,,0,0.0,Palermo,"Av. Raúl Scalabrini Ortiz 1771, C1414DOE Buenos Aires, Argentina"
361,Tips Bakery & More,$$,15,3.5,Recoleta,"Rodríguez Peña 1305, Buenos Aires, Argentina"
362,Don Julio,$$$,227,4.5,Palermo,"Guatemala 4691, C1425BUK Buenos Aires, Argentina"
363,Luna del Sur,,1,3.0,Belgrano,"O'Higgins 2196, C1428 Buenos Aires, Argentina"
364,Cervantes II,$,31,4.0,Balvanera,"Tte Gral Juan Domingo Perón 1883, C1040AAA Buenos Aires, Argentina"
365,Blossom,,0,0.0,,"Av. Maipú 2501, B1636 Buenos Aires, Argentina"
366,Único,$$,8,3.5,Puerto Madero,"Juana Manso 1601, C1107CFA Buenos Aires, Argentina"
367,Dew Blanc,,2,3.0,Floresta,"Campana 628, 1406 Flores, Argentina"
368,Tienda de Café,$$,3,3.5,San Nicolas,"Carlos Pellegrini 341, Buenos Aires, Argentina"
369,Tienda de Café,$,12,3.0,Saavedra,"Av. San Isidro Labrador 4408, 1423 Buenos Aires, Argentina"
370,El Podio,$$,7,4.0,Caballito,"Av. del Barco Centenera 495, C1424 Buenos Aires, Argentina"
371,By Camellia,$,4,4.5,,"J.B. Alberdi 4556, Villa Ballester, Argentina"
372,La Panera Rosa,$$,64,3.5,Palermo,"Costa Rica 4582, C1414 Buenos Aires, Argentina"
373,Coquito,$,16,5.0,,"Belgrano 92, 1642 San Isidro, Argentina"
374,Le Blé,$$,22,3.5,Palermo,"Honduras 4101, C1180ACI Buenos Aires, Argentina"
375,Tres,,0,0.0,Nuñez,"3 de Febrero 2952, C1429 Buenos Aires, Argentina"
376,Saint Honoré,$$,0,0.0,Recoleta,"Peña 2665, C1425AVC Buenos Aires, Argentina"
377,La Percanta,$$$,8,3.5,Puerto Madero,"Aime Paine 1607, Buenos Aires, Argentina"
378,Juana de Oro,,0,0.0,Palermo,"Oro 2899, Buenos Aires, Argentina"
379,Puerta Uno Bar,$$$,50,3.5,Belgrano,"Juramento 1667, Buenos Aires, Argentina"
380,La Farola de Devoto,,1,3.0,Villa Devoto,"Av. Chivilcoy 3856, C1419 Buenos Aires, Argentina"
381,Suca Chocolate Lounge & Coffe,$$,15,4.0,,"Av. del Libertador 15310, Buenos Aires, Argentina"
382,Bartola Classic,$$,25,2.5,Palermo,"Gurruchaga 1806, C1414 Buenos Aires, Argentina"
383,Green Eat,$$,15,3.5,San Nicolas,"Florida 102, C1005 Buenos Aires, Argentina"
384,Bar Mad,$$$,55,3.5,Belgrano,"Av. del Libertador 6002, 1428 Buenos Aires, Argentina"
385,Coffee Town,$$,91,4.0,San Telmo,"Bolívar 976, C1066AAT Buenos Aires, Argentina"
386,Bandol,$$,9,3.5,Nuñez,"Av. Comodoro Rivadavia 1696, C1429DBS Buenos Aires, Argentina"
387,Lobo Cafe,$$$,10,3.5,Puerto Madero,"Pierina Dealessi 1330, Buenos Aires, Argentina"
388,Watson,$$$,5,2.0,Belgrano,"Vuelta de Obligado 2072, C1428 Buenos Aires, Argentina"
389,Primafila,$$$,8,3.5,Recoleta,"Av. Pueyrredón 2501, 1119 Buenos Aires, Argentina"
390,La Guisera,$$,2,4.5,,"Lavalle 535, 1878 Quilmes, Argentina"
391,Bonafide,$,3,3.0,Caballito,"Av. Pedro Goyena 735, Buenos Aires, Argentina"
392,Nelson,$$,49,3.5,Palermo,"Arenales 3359, 1425 Buenos Aires, Argentina"
393,Whoppies,,1,4.0,Colegiales,"Av. Cabildo 1287, C1426 Palermo, Argentina"
394,Deli Bar,,0,0.0,Palermo,"Av. Federico Lacroze 2120, 1426 Buenos Aires, Argentina"
395,Dandy,$$,43,3.5,Palermo,"Av. del Libertador 2410, C1425AAX Buenos Aires, Argentina"
396,Muu Lechería,$$,34,2.0,Belgrano,"Av. del Libertador 6037, C1428 Buenos Aires, Argentina"
397,Tiendas Naturales,$$,20,3.5,Palermo,"República Árabe Siria 3001, C1425 CABA, Argentina"
398,Cusic,$$$,8,4.0,Palermo,"El Salvador 6016, 1616 Buenos Aires, Argentina"
399,Süss Cupcake Café,$$,30,4.0,,"Paunero 2046, 1640 Martínez, Argentina"
400,Club Eros,$$,25,3.5,Palermo,"Uriarte 1609, 1414 Buenos Aires, Argentina"
401,Comité,$$,10,3.5,Palermo,"Gorriti 5902, Buenos Aires, Argentina"
402,Nucha,$$,3,3.5,Caballito,"Cachimayo 395, C1424AQG Buenos Aires, Argentina"
403,Awen Lunch,,1,2.0,San Nicolas,"Parana 706, C1017AAP Buenos Aires, Argentina"
404,Betos Lomito,$$,5,3.5,Caballito,"Av. Rivadavia 5045, Buenos Aires, Argentina"
405,Dulce Despertar,,0,0.0,Villa Urquiza,"Franklin D Roosvelt 5435, C1431 Buenos Aires, Argentina"
406,Chef León,$$,9,3.0,Palermo,"Soldado de la Independencia 1002, 1426 Buenos Aires, Argentina"
407,Le Ble,$$,13,3.5,Boedo,"Av. San Juan 4200, Buenos Aires, Argentina"
408,Janio,$$$,17,3.0,Palermo,"Malabia 1805 Palermo, C1414DMK Buenos Aires, Argentina"
409,BA Green,$$,5,3.0,,"Eduardo Costa 2028, 1640 Buenos Aires, Argentina"
410,Be Frika,$$,44,3.5,Recoleta,"Junin 1350, Buenos Aires, Argentina"
411,Parador Norte,$$,2,3.5,Balvanera,"Riobamba  1295, C1116ABI Buenos Aires, Argentina"
412,Nucha Café,$$,31,3.5,Palermo,"NICARAGUA 6055, Buenos Aires, Argentina"
413,Pantumaca,,0,0.0,Monserrat,"Tacuari 269, C1071 Buenos Aires, Argentina"
414,Havanna,$,7,3.5,Belgrano,"Av. Cabildo 2812, 1428 Buenos Aires, Argentina"
415,Muu Lecheria,$$,107,2.5,Palermo,"Armenia 1810, 1414 Buenos Aires, Argentina"
416,Café Martínez,$$,5,3.0,Villa Del Parque,"Cuenca 3248, Buenos Aires, Argentina"
417,Go In!,$$,20,3.5,Recoleta,"Laprida 1672, 1425 Buenos Aires, Argentina"
418,Marina Love,,1,1.0,Palermo,"Nicaragua 4533, Buenos Aires, Argentina"
419,La Biela,$$,38,3.0,Recoleta,"Av. Pres. Manuel Quintana 600, 1129 Buenos Aires, Argentina"
420,Deltoro,$$,14,3.5,Retiro,"Esmeralda 928, C1007ABL Buenos Aires, Argentina"
421,Trixie American Diner,$$,25,3.5,Palermo,"Costa Salguero, 1425 Palermo, Argentina"
422,Le Blé,$$,15,3.5,Chacarita,"Av. Dorrego 999, C1414CKE Buenos Aires, Argentina"
423,Ronas,,3,1.5,Monserrat,"Av. de Mayo 999, C1084AAE Buenos Aires, Argentina"
424,Brunch,,0,0.0,Recoleta,"Ayacucho 964, Buenos Aires, Argentina"
425,Anita’s,,1,3.0,,"Av. la Plata 3699, B1676 Santos Lugares, Argentina"
426,La Continental,$$,13,3.0,Monserrat,"Avenida de Mayo 1389, C1085 Buenos Aires, Argentina"
427,Frattempo,$$,9,2.5,Recoleta,"Avenida Pueyrredón 1907, Buenos Aires, Argentina"
428,Le Blé,$$,14,3.5,Nuñez,"Manuela Pedraza 2196, C1429 Buenos Aires, Argentina"
429,Chik Café,$$,1,3.0,Nuñez,"11 de Septiembre 3599, C1429 Buenos Aires, Argentina"
430,Bruna,$$$,3,2.5,,"Lasalle 433, B1642 San Isidro, Argentina"
431,Hiboux,$$,1,5.0,Recoleta,"Av. Pueyrredón 2381, C1119ACG Recoleta, Argentina"
432,NYC,,4,1.5,Palermo,"Nicaragua 6002, C1414BWN Buenos Aires, Argentina"
433,Delicity,$$,7,2.5,Recoleta,"Juncal 3100, C1425AYN Buenos Aires, Argentina"
434,Casanova,,2,4.5,,"Mendoza 341, B1708 Morón, Argentina"
435,Barisidro,$$,6,2.0,,"Roque Sáenz Pena 1602, San Isidro, Argentina"
436,Perú Beach,$$,20,4.0,,"Sebastián Elcano 794, Buenos Aires, Argentina"
437,Chabel,,3,4.5,,"Ricardo Gutiérrez 1230, B1636FXH Buenos Aires, Argentina"
438,Seven Eleven,,1,5.0,,"Int. Neyer 2888, B1643 Béccar, Argentina"
439,Il Barista,$$,8,3.0,San Nicolas,"Florida 122, 1005 Buenos Aires, Argentina"
440,La Papelera,$$,5,2.0,Palermo,"Honduras 4925, Buenos Aires, Argentina"
441,Azahares y Canela,$$,6,2.5,Villa Urquiza,"Olazabal 4691, 1431 Buenos Aires, Argentina"
442,Lo de Carlitos,$$,15,3.0,Villa Urquiza,"Olazábal 5001, Buenos Aires, Argentina"
443,Viri Viri,,0,0.0,Palermo,"Nicaragua 5606, 1414 Lobos, Argentina"
444,La Chocolatta Green,$$,6,3.0,,"Moreno 357, C1091 Quilmes, Argentina"
445,Mc Donald’s,$$,5,2.5,Monserrat,"Lima 667, C1073 Buenos Aires, Argentina"
446,Pertutti,$$,25,3.5,Recoleta,"Av. Santa Fe 2020, 1123 Buenos Aires, Argentina"
447,Shanti Cafe,$,2,2.5,,"Justo José de Urquiza 4820, 1678 Caseros, Argentina"
448,De Simone Ramos Generales,$$,6,4.0,,"Gral. Güemes 2302, B1602 Florida, Argentina"
449,Le Pain Quotidien,$$,8,4.0,,"Av. del Libertador 2413, B1636 Olivos, Argentina"
450,Malloy’s,$$,24,3.0,,"Juan Díaz de Solís S/N, 1640 Martinez, Argentina"
451,Casa do Café,$$,1,3.0,Recoleta,"Pueyrredón 2401, 1119 Recoleta, Argentina"
452,Mr. Pedro,$$$$,4,2.5,Palermo,"Soldado de la Independencia 1003, C1426BTM Buenos Aires, Argentina"
453,Bedford Station,,1,4.0,Palermo,"Jorge Newbery 1817, C1426 Palermo, Argentina"
454,Deli’s Tea House,$$,3,3.5,,"Miguel de Azcuénaga 1198, B1638 Vicente López, Argentina"
455,Pauline Boulangerie,$$,20,3.5,,"Rosales 256, 1704 Ramos Mejía, Argentina"
456,Haus,$$,2,3.5,,"José Manuel Estrada 157, 1706 Buenos Aires, Argentina"
457,Adela’s Coffee Bar,$$$,6,3.5,,"Urquiza 4829, Caseros, Argentina"
458,Croque Madame,,0,0.0,,"Arenales 2093, B1640 Buenos Aires, Argentina"
459,1873 Café Encuentro & Restó,,1,4.0,,"Hipólito Yrigoyen 1176, C1617 General Pacheco, Argentina"
460,Estilo Porteño,$,1,2.0,Balvanera,"Riobamba 65, C1025 Ciudad Autónoma de Buenos Aires, Argentina"
461,Muu Lechería,$$,33,2.5,Recoleta,"Vicente López 2056, Buenos Aires, Argentina"
462,Dandy Acasusso,$$$,7,2.5,,"Av. del Libertador 14895, B1641 Acassuso, Argentina"
463,Violeta,,2,3.5,,"Segundo Fernandez 147, 1643 San Isidro, Argentina"
464,Café Naranjos,$$,3,4.5,,"Av. San Martín 502, 1876 Bernal, Argentina"
465,Piacere,$$,11,2.0,Puerto Madero,"Pierina Dalessi 340, Buenos Aires, Argentina"
466,Tierra Que Vuela,,0,0.0,,"Av. San Martin 728, 4618 Ramos Mejía, Argentina"
467,Punto Límite,$$,3,4.5,,"Tte. Gral. Juan Domingo Peron 2277, B1822 Valentín Alsina, Argentina"
468,Clöe Bakehouse,$$,7,4.5,,"Bolívar 501, B1704BKL Ramos Mejía, Argentina"
469,Café Martinez,$,1,3.0,Belgrano,"Av. del Libertador 5799, C1428ARA Ciudad Autónoma de Buenos Aires, Argentina"
470,Salve Bruna,$$,16,3.5,,"Av. Maipú 2209, 1636 Olivos, Argentina"
471,La Vicente López,$$$,15,4.0,,"Miguel de Azcuénaga 1110, B1638 Vicente López, Argentina"
472,Sabores del Mundo,$,7,3.5,,"Ituzaingo 1335, B1824 Lanús Este, Argentina"
473,Almacén Ott Gourmet,$$,1,5.0,,"Eduardo Costa 838, B1641AFH Acasusso, Argentina"
474,Viejo Bunker,,1,4.0,,"9 de Julio 227, Bernal, Argentina"
475,Vicente López Restaurante - Café,$$$$,3,3.0,,"Av. Maipú 707, B1638 Florida, Argentina"
476,Prego,$$,16,4.0,,"9 de Julio 402, 1718 Morón, Argentina"
477,28doce,,1,4.0,,"José Ingenieros 2812, B1643 Béccar, Argentina"
478,Florinda,$$,8,3.5,,"Espora 68, B1704 Ramos Mejía, Argentina"
479,Pinas Deli y Resto,,2,2.5,,"Int. Tomkinson S/N, Béccar, Argentina"
480,Deli Club Acassuso,$,7,4.5,,"Int. Alfaro 101, Acassuso, Argentina"
481,Muu Lecheria,$$,10,2.5,,"Panamá 2602, Martínez, Argentina"
482,Piatti,,2,2.5,,"Av. Maipú 3001, B1636AAK Olivos, Argentina"
483,Victoria’s House,$$,2,3.5,,"Rioja 3053, Olivos, Argentina"
484,Banus,$$,5,4.0,,"Lavalle 522, Quilmes, Argentina"
485,Deli Club,$,7,4.5,,"Lamarca 391, B1640EXA Martínez, Argentina"
486,Salvatore Espresso Dispensa,$,3,3.0,,"Nicolas Videla 246, 1878 Quilmes, Argentina"
487,Bike & Coffee,$$,10,3.5,,"Juan Díaz de Solis 736, 1640 Acassuso, Argentina"
488,La Manzana Bakery & Coffee,$$,3,4.0,,"Las Bases 150, B1706DBB Haedo, Argentina"
489,Barullo,$$,9,3.0,,"Almirante Brown 449, 1878 Quilmes, Argentina"
490,Buena Pinta Club,$$$,3,4.5,,"Av Mitre 461, 1878 Quilmes, Argentina"
491,Almacén del Jazmín,$$,15,3.5,,"Almirante Brown 486, 1878 Quilmes, Argentina"
492,Delicity,$$,3,1.5,,"Cazadores de Coquimbo S/N, B1605EHG Munro, Argentina"
494,Nucha,$$,5,3.5,,"Paraná 3745, B1640FRD Martínez, Argentina"
495,Café Martínez,,1,4.0,,"Brigadier General Juan Manuel de Rosas 3910, B1754 San Justo, Argentina"
496,Lulu Market,$,5,4.0,,"Obispo Terrero 3089, 1642 San Isidro, Argentina"
497,Naná,$$,13,2.5,,"Hipólito Yrigoyen 499, 1638 Vicente López, Argentina"
498,Gluck Cafe,,0,0.0,,"Alvear 469, Martínez, Argentina"
499,Biutiful,$$,2,3.5,,"Paraná 3745, B1640FRE Martínez, Argentina"
500,La Parolaccia,$$$,11,3.5,,"Av. del Libertador 14621, B1641ANC Acassuso, Argentina"
501,Ame Restaurant y Eventos,$$$,5,2.5,,"Necochea 322, Ramos Mejía, Argentina"
502,Tucson Unicenter,$$$,10,3.0,,"Av. Paraná 2475, 1640 Martínez, Argentina"
503,El Ñandú,$$,40,3.5,,"Sebastian Elcano 648, 1640 Acassuso, Argentina"
504,Le Pain Quotidien,$$,2,4.5,,"Av. del Libertador 13702, Martínez, Argentina"
